,id,Name,Calories,Protein_(g),Carbs_(g),Fiber_(g),Sugar_(g),Calcium_(mg),Sodium_(mg),Total_Fat_(g)
2087,8680,"CEREALS,OATS,INST,FORT,MAPLE & BROWN SUGAR,DRY",368,9.25,76.67,7.2,30.28,258.0,505.0,2.21
1908,8261,"CEREALS RTE,GENERAL MILLS,RAISIN NUT BRAN",368,8.19,80.0,12.2,28.5,41.0,440.0,3.0
1964,8453,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K CHOCOLATEY STRAWBERRY",368,6.9,83.3,9.5,28.6,25.0,631.0,3.2
1956,8417,"CEREALS,QUAKER,INST OATMEAL,BANANA BREAD,DRY",368,8.97,75.7,6.7,29.45,277.0,700.0,2.63
2026,8589,"CEREALS RTE,KASHI GOLEAN CRISP TSTD BERRY CRUMBLE",368,18.0,66.69,15.8,21.7,111.0,245.0,5.0
1853,8130,"CEREALS,QUAKER,INST OATMEAL,MAPLE & BROWN SUGAR,DRY",368,9.2,76.91,7.2,30.02,226.0,506.0,2.247
2006,8561,"CEREALS,KASHI GO LN HOT CRL,HEARTY HONEY & CINN,DRY",367,18.39,68.0,12.0,17.7,66.0,273.0,2.59
2054,8640,"CEREALS,QUAKER,INST OATMEAL ORGANIC,REG",367,16.0,67.0,9.8,1.0,52.0,4.0,3.09
1946,8386,"CEREALS RTE,KASHI GOLEAN CRUNCH!",367,16.7,71.4,14.5,24.0,59.0,186.0,3.2
1993,8531,"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT",367,7.1,85.3,8.1,32.1,27.0,452.0,1.5
1984,8505,"CEREALS RTE,RALSTON CORN BISCUITS",367,5.83,85.79,2.6,9.51,378.0,767.0,0.326
1940,8366,"CEREALS RTE,SUN COUNTRY,KRETSCHMER WHEAT GERM,REG",366,31.43,49.38,11.9,7.14,50.0,6.0,2.91
1842,8106,"CEREALS,CREAM OF WHEAT,INST,DRY",366,10.6,75.5,3.3,0.4,357.0,571.0,0.41400000000000003
2020,8582,"CEREALS RTE,GENERAL MILLS,DORA THE EXPLORER",366,5.6,82.8,10.2,21.2,370.0,564.0,2.9
1850,8124,"CEREALS,QUAKER,INST OATMEAL,APPLS & CINN,DRY",366,8.62,76.74,8.3,28.87,243.0,454.0,2.52
1998,8543,"CEREALS RTE,KELLOGG'S,SPL K VANILLA ALMOND",366,7.8,83.0,9.6,29.2,34.0,559.0,2.4
2095,8688,"CEREALS,QUAKER,INST OATMEAL,CINN SWIRL,HI FIBER",366,8.79,75.67,22.3,14.7,278.0,473.0,2.6390000000000002
1861,8146,"CEREALS RTE,QUAKER,QUAKER PUFFED WHEAT",366,16.26,76.39,9.4,1.37,24.0,5.0,0.726
2027,8590,"CEREALS RTE,KASHI HEART TO HEART,WARM CINN",365,11.6,78.5,13.2,15.69,55.0,251.0,2.49
1845,8116,"CEREALS,MALT-O-MEAL,ORIGINAL,PLN,DRY",365,11.8,77.25,2.1,0.0,286.0,0.0,0.13
1975,8488,"CEREALS,MALT-O-MEAL,FARINA HOT WHEAT CRL,DRY",365,10.48,77.2,2.9,0.7,377.0,3.0,0.12000000000000001
2107,8701,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K MULTI-GRAIN",364,7.59,86.59,9.6,20.7,36.0,606.0,0.4
2058,8647,"CEREALS RTE,KASHI INDIGO MORNING",364,7.7,82.8,7.1,22.2,,472.0,1.6
1865,8157,"CEREALS RTE,WHEAT,PUFFED,FORT",364,14.7,79.6,4.4,,28.0,4.0,
2057,8643,"CEREALS RTE,GENERAL MILLS,HONEY KIX",364,6.4,83.0,8.3,18.2,455.0,582.0,1.537
1897,8231,"CEREALS,QUAKER,OAT BRAN,QUAKER/MOTHER'S OAT BRAN,DRY",364,17.03,62.94,14.3,1.43,79.0,5.0,4.04
1947,8387,"CEREALS RTE,KASHI HEART TO HEART,HONEY TSTD OAT",364,11.39,78.69,13.7,15.5,41.0,267.0,2.79
1875,8177,"CEREALS,MALT-O-MEAL,CHOC,DRY",363,10.6,79.55,2.8,16.63,375.0,10.0,0.49
2037,8603,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K BLUEBERRY",363,6.9,86.3,8.6,26.7,18.0,481.0,0.5
1834,8094,"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,DRY",363,8.98,72.96,4.2,2.76,418.0,1644.0,4.21
2040,8613,"CEREALS RTE,KELLOGG'S SPL K MULTIGRAIN OATS & HONEY",362,7.8,85.0,8.6,26.4,18.0,494.0,0.9
2060,8649,"CEREALS RTE,KASHI GOLEAN CRISP CINN CRUMBLE",362,22.1,62.59,16.8,18.6,135.0,246.0,4.79
1848,8122,"CEREALS,OATS,INST,FORT,PLN,DRY",362,11.92,69.52,10.0,1.5,351.0,220.0,3.6710000000000003
2093,8686,"CEREALS,QUAKER,WT CONTROL INST OATMEAL,MAPLE & BROWN SUGAR",361,16.37,64.25,13.0,1.25,268.0,642.0,3.353
1926,8316,"CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY",361,8.8,79.2,1.6,0.64,2.0,1.0,0.44999999999999996
2109,8703,"CEREALS,KELLOGG'S SPL K NOURISH,CRANBERRY ALMOND,DRY",361,15.0,63.29,9.3,22.39,385.0,284.0,4.890000000000001
2094,8687,"CEREALS,QUAKER,WEIGHT CONTROL INST OATMEAL,BANANA BREAD",361,16.5,64.42,12.6,1.29,243.0,619.0,3.373
1798,8038,"CEREALS RTE,POST,GRAPE-NUTS CRL",361,11.22,80.49,13.0,8.86,32.0,465.0,0.55
2101,8694,"CEREALS,QUAKER,INST OATMEAL,WEIGHT CONTROL,CINN",361,16.5,64.21,13.0,1.27,245.0,618.0,3.431
1854,8132,"CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,DRY",360,8.45,76.33,5.7,37.14,228.0,462.0,1.846
1958,8436,"CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,DRY",360,9.11,75.68,5.8,35.65,235.0,440.0,1.796
1960,8449,"CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY",360,8.8,74.18,4.3,2.02,418.0,1518.0,3.37
2007,8562,"CEREALS,KASHI GO LN HOT CRL,CREAMY TRULY VANILLA,DRY",360,22.29,61.09,18.5,14.8,95.0,274.0,2.49
1840,8104,"CEREALS,FARINA,ENR,ASSORTED BRANDS,DRY",360,11.6,73.19,4.2,0.56,711.0,124.0,0.382
2015,8576,"CEREALS,CRM OF WHEAT,1 MINUTE COOK TIME,DRY",359,11.77,72.63,4.4,0.51,801.0,7.0,0.478
1969,8471,"CEREALS RTE,KELLOGG'S,SPL K PROT PLUS",359,31.2,60.6,8.3,20.3,79.0,601.0,0.8
2053,8639,"CEREALS,QUAKER,INST OATMEAL,CINN SPICE,RED SUGAR",358,11.26,69.45,8.8,11.91,313.0,760.0,3.3499999999999996
1944,8383,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K RED BERRIES",358,6.3,87.09,8.5,29.7,24.0,619.0,0.6
1967,8463,"CEREALS RTE,KASHI ORGANIC PROMISE,STRAWBERRY FIELDS",358,9.4,83.5,5.0,20.5,14.0,337.0,0.2
2056,8642,"CEREALS,QUAKER,INST OATMEAL,APPL & CINN,RED SUGAR",358,10.29,72.17,9.7,17.78,355.0,535.0,2.983
1909,8262,"CEREALS RTE,GENERAL MILLS,BASIC 4",358,6.69,79.09,9.1,22.5,455.0,506.0,2.49
1820,8074,"CEREALS RTE,RALSTON TASTEEOS",357,10.71,75.5,10.7,3.57,357.0,571.0,2.712
1803,8048,"CEREALS RTE,GENERAL MILLS,KIX",357,7.69,82.82,8.8,9.76,570.0,596.0,1.5659999999999998
1787,8020,"CEREALS RTE,KELLOGG,KELLOGG'S CORN FLAKES",357,7.5,84.1,3.3,9.5,5.0,729.0,0.183
1857,8142,"CEREALS,WHEATENA,DRY",357,13.1,75.6,12.8,1.6,500.0,13.0,0.84
1968,8469,"CEREALS RTE,KELLOGG'S,RED SUGAR FRSTD FLAKES CRL",357,5.59,87.3,10.1,23.89,5.0,528.0,0.2
1985,8506,"CEREALS RTE,RALSTON CORN FLAKES",357,5.9,88.01,2.7,7.84,2.0,571.0,0.334
2010,8569,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,GLDN BRWN MPLE,DRY",356,11.39,73.59,12.7,23.79,25.0,220.0,2.99
2117,8711,"CEREALS RTE,KELLOGG'S,SPL K PROT,CINN BROWN SUGAR CRUNCH",356,22.29,69.8,9.5,30.29,205.0,611.0,1.6
2008,8567,"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS",356,11.8,81.0,11.7,5.0,41.0,448.0,1.2
1920,8286,"CEREALS RTE,KELLOGG,KELLOGG'S MUESLIX",355,8.6,74.9,7.7,25.1,36.0,239.0,3.1
1961,8450,"CEREALS,QUAKER,INST GRITS,HAM 'N' CHS FLAVOR,DRY",355,10.73,71.08,4.2,2.69,409.0,1930.0,3.32
2012,8573,"CEREALS,CRM OF WHEAT,2 1/2 MINUTE COOK TIME,DRY",355,11.61,71.79,4.4,0.47,882.0,328.0,0.428
1943,8380,"CEREALS RTE,KELLOGG,KELLOGG'S,RAISIN BRAN CRUNCH",354,6.59,84.9,8.0,35.2,35.0,358.0,0.7
1981,8500,"CEREALS RTE,MALT-O-MEAL,FRSTD MINI SPOONERS",354,9.09,81.81,10.9,20.0,29.0,18.0,1.0250000000000001
2047,8631,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS LITTLE BITES,CHOC",354,8.5,81.4,10.9,22.29,33.0,371.0,2.3
2098,8691,"CEREALS,QUAKER,OATMEAL,REAL MEDLEYS,SMMR BERRY,DRY",353,11.31,72.58,8.5,20.43,124.0,354.0,2.404
2009,8568,"CEREALS,KASHI HEART TO HEART,INST OATMEAL,APPL CINN,DRY",353,11.1,73.8,12.5,25.0,47.0,206.0,2.8899999999999997
1922,8290,"CEREALS RTE,HEALTH VALLEY,FIBER 7 FLAKES",353,14.44,78.15,14.1,20.0,71.0,200.0,0.505
1829,8089,"CEREALS RTE,GENERAL MILLS,WHEATIES",353,8.3,83.3,10.1,15.2,74.0,732.0,0.9
1880,8191,"CEREALS RTE,POST,SHREDDED WHEAT,LIGHTLY FRSTD,SPOON-SIZE",352,7.8,83.8,9.6,22.3,13.0,19.0,0.571
1997,8542,"CEREALS RTE,KELLOGG'S,FRSTD MINI-WHEATS BITE SIZE STRAWB DEL",352,8.7,84.6,10.2,22.7,26.0,3.0,0.6000000000000001
8683,43218,"CEREALS RTE,ALPEN",352,11.2,75.7,9.1,20.0,147.0,27.0,1.823
2042,8617,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS BITE SZ BLUEB MUFFIN",352,8.6,84.8,10.2,22.7,26.0,5.0,0.6000000000000001
1863,8148,"CEREALS RTE,POST,SHREDDED WHEAT,ORIGINAL SPOON-SIZE",351,11.8,81.4,12.4,0.9,58.0,2.0,0.7
2102,8695,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD MINI-WHEATS,LITTLE BITES",351,9.19,83.4,10.8,20.2,30.0,2.0,0.5
1965,8459,"CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE",351,8.7,84.7,10.3,22.7,30.0,6.0,0.6000000000000001
1928,8319,"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD MINI-WHEATS,BITE SIZE",350,9.19,83.4,10.8,20.29,28.0,2.0,0.6000000000000001
2065,8656,"CEREALS RTE,NATURE'S PATH,ORGANIC FLAX PLUS FLAKES",350,11.91,75.27,16.6,12.25,55.0,458.0,1.52
2080,8673,"CEREALS,RTE,MALT-O-MEAL,BLUEBERRY MINI SPOONERS",350,8.81,79.4,10.3,18.44,33.0,2.0,0.6000000000000001
2028,8591,"CEREALS RTE,KASHI ORGANIC PROMISE,ISLAND VANILLA",350,10.7,80.8,10.7,16.9,37.0,12.0,0.7
1793,8031,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BIG BITE",350,9.2,83.4,10.8,20.3,28.0,2.0,0.6000000000000001
2106,8700,"CEREALS RTE,KELLOGG RAISIN BRAN W/ OMEGA-3 FROM FLAXSEED",349,7.3,82.69,9.6,31.29,39.0,355.0,0.7
1949,8389,"CEREALS RTE,KASHI 7 WHL GRAIN HONEY PUFFS",349,10.0,79.0,6.0,21.8,43.0,8.0,0.917
2075,8668,"CEREALS RTE,GENERAL MILLS,FIBER ONE,NUTTY CLUSTERS & ALMONDS",348,7.9,79.5,18.2,22.1,182.0,378.0,3.9899999999999998
1925,8314,"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",348,8.8,79.6,4.8,0.3,2.0,1.0,0.44999999999999996
1939,8365,"CEREALS RTE,QUAKER,SHREDDED WHEAT,BAGGED CRL",348,11.24,81.01,11.8,0.81,45.0,4.0,0.7090000000000001
2103,8696,"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN BRAN,CINN ALMOND",347,7.4,81.19,9.2,31.29,47.0,373.0,1.6
1957,8435,"CEREALS RTE,UNCLE SAM CRL",346,15.98,65.78,20.3,1.56,95.0,206.0,2.365
1931,8348,"CEREALS RTE,MALT-O-MEAL,CRISPY RICE",346,6.07,86.4,0.4,7.82,7.0,924.0,0.3
1824,8082,"CEREALS RTE,GENERAL MILLS,WHEAT CHEX",345,9.8,82.2,12.2,10.3,213.0,570.0,0.7
2118,8712,"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN BRAN W/ CRANBERRIES",344,6.9,84.19,9.2,30.29,39.0,361.0,0.5
2033,8596,"CEREALS RTE,GENERAL MILLS,FIBER ONE,CARAMEL DELIGHT",344,5.8,82.69,19.1,20.79,200.0,470.0,3.29
2114,8708,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHTS TCH FRT IN MDLE,RASN",343,9.1,82.1,10.8,17.2,32.0,3.0,0.7
1832,8092,"CEREALS,QUAKER,CORN GRITS,INST,PLN,DRY",343,7.31,78.42,4.2,1.51,378.0,1121.0,0.757
1973,8484,"CEREALS RTE,MALT-O-MEAL,RAISIN BRAN CRL",342,7.63,80.37,10.2,33.04,33.0,466.0,0.7809999999999999
1945,8384,"CEREALS RTE,KELLOGG,KELLOGG'S MINI-WHEATS,UNFROSTED BITE SZE",342,11.6,81.0,13.8,0.4,35.0,2.0,0.8
2104,8697,"CEREALS RTE,KASHI ORGANIC PROMISE,RAISIN VINEYARD",342,8.69,79.9,5.0,23.39,24.0,279.0,0.2
1959,8444,"CEREALS,QUAKER,INST GRITS,REDEYE GRVY COUNTRY HAM FLAVOR,DRY",342,9.83,75.86,4.6,0.71,441.0,1805.0,0.64
2084,8677,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS TOUCH FRUIT MDL,RASP",342,8.8,82.1,10.6,17.8,33.0,17.0,0.8
1859,8144,"CEREALS,WHL WHEAT HOT NAT CRL,DRY",342,11.2,75.2,9.5,0.42,40.0,2.0,0.583
1835,8096,"CEREALS,QUAKER,INST GRITS,COUNTRY BACON FLAVOR,DRY",340,9.93,75.39,5.1,0.38,418.0,1523.0,0.64
8728,43393,"CEREALS RTE,POST,SHREDDED WHEAT N' BRAN,SPOON-SIZE",339,10.93,80.65,14.7,0.75,44.0,0.0,0.76
1966,8462,"CEREALS RTE,KASHI,ORGANIC PROMISE AUTUMN WHEAT",338,12.0,79.0,11.2,12.4,29.0,4.0,0.5
1862,8147,"CEREALS RTE,POST,SHREDDED WHEAT,ORIGINAL BIG BISCUIT",337,11.37,78.96,12.4,0.94,56.0,2.0,0.7
1994,8537,"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES",337,11.0,81.4,11.8,11.3,29.0,291.0,0.7
1948,8388,"CEREALS RTE,KASHI 7 WHL GRAIN PUFFS",336,13.0,78.6,8.0,0.93,38.0,9.0,1.043
1996,8539,"CEREALS RTE,KASHI ORGANIC PROMISE,CINN HARVEST",336,11.0,79.0,10.7,16.5,25.0,4.0,0.4
1883,8200,"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,DRY",334,12.64,72.62,11.9,2.46,36.0,7.0,1.05
1963,8452,"CEREALS,QUAKER,WHL WHEAT NAT CRL,DRY",333,11.8,74.8,9.9,2.0,44.0,8.0,0.728
2066,8657,"CEREALS RTE,BARBARA'S PUFFINS,ORIGINAL",333,7.41,84.0,18.5,18.52,70.0,704.0,2.237
2039,8610,"CEREALS RTE,KASHI HONEY SUNSHINE",332,7.8,82.0,17.9,20.29,29.0,446.0,1.7000000000000002
1785,8018,"CEREALS RTE,QUAKER,QUAKER CRUNCHY BRAN",331,6.37,83.68,15.3,20.66,71.0,759.0,2.806
2111,8705,"CEREALS RTE,KASHI GOLEAN VANILLA GRAHAM CLUSTERS",330,21.5,70.09,17.3,17.79,105.0,166.0,0.6000000000000001
1791,8029,"CEREALS RTE,POST BRAN FLAKES",328,9.9,80.5,18.3,18.6,44.0,540.0,0.7
1790,8028,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN COMPLETE WHEAT FLAKES",327,10.2,81.6,17.3,18.8,39.0,718.0,0.8
1811,8061,"CEREALS RTE,POST RAISIN BRAN CRL",324,7.6,78.9,13.7,32.9,44.0,382.0,0.645
2034,8598,"CEREALS RTE,GENERAL MILLS,FIBER ONE,HONEY CLUSTERS",323,7.69,83.9,19.0,17.79,192.0,394.0,0.6000000000000001
2038,8608,"CEREALS RTE,KASHI BERRY BLOSSOM",322,7.5,83.09,18.9,23.39,35.0,419.0,1.29
1821,8077,"CEREALS RTE,GENERAL MILLS,WHL GRAIN TOTAL",320,8.4,74.7,9.1,16.4,3333.0,470.0,0.8999999999999999
1810,8060,"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN BRAN",318,7.72,77.29,11.4,31.3,43.0,356.0,0.819
2072,8663,"CEREALS RTE,KASHI ORGANIC PROMISE,BERRY FRUITFUL",318,10.7,76.2,10.5,14.6,29.0,5.0,0.4
2035,8599,"CEREALS RTE,GENERAL MILLS,FIBER ONE,RAISIN BRAN CLUSTERS",317,6.3,83.4,17.9,25.6,182.0,337.0,0.6000000000000001
1904,8247,"CEREALS RTE,GENERAL MILLS,TOTAL RAISIN BRAN",312,5.6,76.8,9.1,32.3,1887.0,339.0,0.7
1951,8393,"CEREALS RTE,KASHI GOLEAN",311,24.89,67.19,20.1,16.5,119.0,177.0,0.7
1983,8504,"CEREALS RTE,RALSTON ENR WHEAT BRAN FLAKES",310,10.21,79.77,16.9,17.17,45.0,586.0,0.876
1950,8390,"CEREALS RTE,KASHI GOOD FRIENDS",299,9.4,79.3,21.7,18.8,26.0,204.0,1.1
1774,8001,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN ORIGINAL",259,13.14,74.24,29.3,15.69,389.0,258.0,1.9900000000000002
1777,8005,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS",257,8.9,81.0,42.5,26.7,63.0,685.0,1.0
2076,8669,"CEREALS RTE,GENERAL MILLS,FIBER ONE 80 CAL,CHOC SQUARES",253,3.29,84.0,35.2,17.29,1333.0,400.0,1.58
2061,8651,"CEREALS RTE,GENERAL MILLS,FIBER ONE 80 CAL,HONEY SQUARES",248,4.8,85.19,38.5,10.8,1000.0,425.0,1.1
1902,8244,"CEREALS RTE,GENERAL MILLS,FIBER ONE BRAN CRL",207,6.59,84.3,46.2,1.0,333.0,356.0,0.9
1938,8363,"CEREALS RTE,SUN COUNTRY,KRETSCHMER TSTD WHEAT BRAN",200,17.56,59.51,41.3,,66.0,6.0,1.57
1852,8129,"CEREALS,OATS,INST,FORT,W/ CINN & SPICE,PREP W/ H2O",96,2.37,18.95,2.0,6.31,61.0,111.0,0.562
1855,8133,"CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,PREP W/ H2O",88,1.98,17.91,1.3,8.71,56.0,111.0,0.43299999999999994
1833,8093,"CEREALS,QUAKER,CORN GRITS,INST,PLN,PREP,WO/ SALT",74,1.58,15.95,1.1,0.1,64.0,227.0,0.157
1831,8091,"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT",71,1.71,14.76,0.8,0.12,1.0,2.0,0.13
1847,8121,"CEREALS,OATS,REG & QUICK,UNENR,CKD W/ H2O,WO/ SALT",71,2.54,12.0,1.7,0.27,9.0,4.0,0.745
1868,8161,"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,W/ SALT",71,1.71,14.76,0.8,0.12,1.0,223.0,0.13
1876,8180,"CEREALS,OATS,REG & QUICK & INST,UNENR,CKD W/ H2O,W/ SALT",71,2.54,12.0,1.7,0.27,9.0,71.0,0.745
1849,8123,"CEREALS,OATS,INST,FORT,PLN,PREP W/ H2O",68,2.37,11.67,1.7,0.46,80.0,49.0,0.617
1870,8165,"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,CKD W/ H2O,W/ SALT",65,1.23,13.86,0.7,0.09,1.0,223.0,0.122
1869,8164,"CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT",65,1.23,13.86,0.7,0.09,1.0,2.0,0.122
1843,8107,"CEREALS,CREAM OF WHEAT,INST,PREP W/ H2O,WO/ SALT",62,1.84,13.08,0.6,0.07,64.0,102.0,0.07100000000000001
1860,8145,"CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,WO/ SALT",62,2.0,13.7,1.6,0.08,7.0,0.0,0.11699999999999999
1878,8183,"CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,W/ SALT",62,2.0,13.7,1.6,0.08,7.0,233.0,0.11699999999999999
1905,8249,"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,PREP W/H2O,NO SALT",61,2.08,13.49,2.2,,8.0,3.0,0.201
1906,8252,"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,PREP W/H2O,SALT",61,2.07,13.47,2.2,,8.0,70.0,0.2
1877,8182,"CEREALS,WHEATENA,CKD W/ H2O,W/ SALT",59,2.03,11.74,2.0,0.25,80.0,238.0,0.158
2013,8574,"CEREALS,CRM OF WHT,2 1/2 MIN CK,CKD W/H2O,STOVE-TOP,WO/SALT",56,1.44,11.74,0.7,0.07,104.0,34.0,0.08099999999999999
2016,8577,"CEREALS,CRM OF WHEAT,1 MINUTE,CKD W/ H2O,STOVE-TOP,WO/ SALT",56,1.65,11.16,0.4,0.07,125.0,4.0,0.16999999999999998
1858,8143,"CEREALS,WHEATENA,CKD W/ H2O",56,2.0,11.8,2.7,,80.0,2.0,0.146
2017,8578,"CEREALS,CRM OF WHEAT,1 MINUTE,CKD W/ H2O,MICROWAVED,WO/ SALT",55,1.95,10.67,1.5,2.98,126.0,4.0,0.14300000000000002
1841,8105,"CEREALS,FARINA,ENR,ASSORTED BRANDS,QUICK,CKD W/ H2O,WO/ SALT",55,1.82,10.92,0.8,0.76,97.0,18.0,0.10400000000000001
1874,8173,"CEREALS,FARINA,ENR,CKD W/ H2O,W/ SALT",53,1.82,10.92,0.8,0.76,97.0,126.0,0.10400000000000001
1844,8113,"CEREALS,FARINA,ENR,CKD W/ H2O,WO/ SALT",53,1.82,10.92,0.8,0.76,97.0,18.0,0.10400000000000001
1871,8168,"CEREALS,CREAM OF RICE,CKD W/ H2O,W/ SALT",52,0.9,11.5,0.1,0.04,1.0,173.0,0.051000000000000004
1837,8101,"CEREALS,CRM OF RICE,CKD W/H2O,WO/SALT",52,0.9,11.4,0.1,0.04,1.0,1.0,0.057999999999999996
2014,8575,"CEREALS,CRM OF WHT,2 1/2 MIN COOK TIME,CKD W/H2O,MW,WO/ SALT",52,1.88,10.1,0.7,0.34,131.0,45.0,0.157
1839,8103,"CEREALS,CRM OF WHEAT,REG (10 MINUTE),CKD W/ H2O,WO/ SALT",50,1.44,10.52,0.5,0.03,87.0,6.0,0.061
1872,8169,"CEREALS,CRM OF WHEAT,REG (10 MINUTE),CKD W/ H2O,W/ SALT",50,1.46,10.66,0.5,0.03,89.0,129.0,0.062
1990,8511,"CEREALS,MALT-O-MEAL,ORIGINAL,PLN,PREP W/ H2O,WO/ SALT",48,1.67,10.09,0.3,0.13,37.0,0.0,0.02
1991,8512,"CEREALS,MALT-O-MEAL,CHOC,PREP W/ H2O,WO/ SALT",47,1.37,9.22,0.4,2.17,49.0,1.0,0.04
1900,8240,"CEREALS,OAT BRAN,QKR,QKR/MOTHER'S OAT BRAN,PREP W/H2O,SALT",43,2.03,7.49,1.7,,11.0,46.0,0.48
1898,8236,"CEREALS,QKR,OAT BRAN,PREP W/H2O,NO SALT",43,2.03,7.49,1.7,,11.0,3.0,0.48
