,id,Name,Calories,Protein_(g),Carbs_(g),Fiber_(g),Sugar_(g),Calcium_(mg),Sodium_(mg),Total_Fat_(g)
6190,19161,"CANDIES,MARS SNACKFOOD US,TWIX PNUT BUTTER COOKIE BARS",536,9.18,54.15,3.1,36.13,75.0,226.0,28.075
5709,18201,"COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY",535,10.0,50.8,,,43.0,412.0,20.328
7928,28124,"KEEBLER,SANDIES,CASHEW SHORTBREAD COOKIES",535,6.3,59.3,1.5,23.2,,370.0,17.8
7889,28083,"KEEBLER,FUDGE SHOPPE,TRIPLE FUDGE FILLED COOKIES",533,3.6,64.2,3.0,42.7,,235.0,21.400000000000002
5710,18202,"COOKIES,SUGAR WAFER,W/ CREME FILLING,SUGAR FREE",531,3.57,66.26,14.3,0.0,0.0,71.0,16.394
5873,18401,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,VANILLA WAFER,CHILLED",531,3.7,50.2,0.1,7.33,42.0,515.0,23.081
7861,28054,"KEEBLER,CHIPS DELUXE,COCNT COOKIES",530,5.7,61.5,3.7,28.4,,293.0,19.6
8069,28267,"KEEBLER,SANDIES,SIMPLY SHORTBREAD COOKIES",528,6.0,62.2,1.4,22.6,,291.0,19.6
8113,28311,"COOKIES,SUGAR WAFER,CHOCOLATE-COVERED",526,3.45,65.99,3.4,51.72,0.0,138.0,22.107
8103,28301,"COOKIES,PNUT BUTTER,COMMLY PREP,SUGAR FREE",523,10.34,50.52,3.4,0.0,0.0,448.0,16.356
7901,28096,"KEEBLER,FUDGE SHOPPE,MAGIC MIDDLES FUDGE FILLED COOKIES,ORIG",521,5.0,62.5,1.9,33.0,,187.0,14.7
7837,28029,"GIRL SCOUTS,CARAMEL DULCE DE LECHE COOKIES",520,5.1,64.8,1.3,29.6,,225.0,16.799999999999997
7836,28028,"FAMOUS AMOS,CHOC CHIP PECAN COOKIES",519,5.8,63.8,3.3,31.8,,356.0,17.799999999999997
7866,28059,"KEEBLER,CHIPS DELUXE,PNUT BUTTER CUPS COOKIES",519,6.0,60.8,2.3,30.2,,285.0,19.200000000000003
7862,28055,"KEEBLER,CHIPS DELUXE,DK CHOC CHUNK COOKIES",518,4.3,64.0,2.6,31.2,,437.0,17.9
7865,28058,"KEEBLER,CHIPS DELUXE,ORIGINAL CHOC CHIP COOKIES",517,5.5,62.7,2.9,30.1,,350.0,18.3
7884,28078,"KEEBLER,FUDGE SHOPPE,MINT CREME MIDDLES,CHOC GRAHAM COOKIES",516,4.3,65.4,3.2,38.9,,283.0,19.3
6039,18991,"BARBARA DEE,WNTR MINTS COOKIES",515,3.9,67.1,2.0,35.8,,290.0,20.7
7999,28196,"MOTHER'S,CIRCUS ANIMAL COOKIES",515,3.8,68.3,0.8,43.5,,192.0,24.9
8136,28334,"COOKIES,GLUTEN-FREE,LEMON WAFER",515,0.0,74.39,0.0,42.31,9.0,111.0,18.813
8004,28201,"MOTHER'S,HOLIDAY CIRCUS ANIMAL COOKIES",515,3.8,68.3,0.8,44.3,,192.0,24.9
8003,28200,"MOTHER'S,HALLOWEEN CIRCUS ANIMALS COOKIES",514,3.8,68.1,0.8,43.9,,191.0,24.9
5703,18192,"COOKIES,SHORTBREAD,COMMLY PREP,PLN",514,5.37,63.78,1.3,21.65,13.0,353.0,14.813
8007,28204,"MOTHER'S,JUNGLE ANIMAL COOKIES",514,3.8,68.3,0.8,44.2,,192.0,24.7
7903,28098,"KEEBLER,FUDGE SHOPPE,MAGIC MIDDLES FUDGE FILLED COOKIES,PNUT",514,6.9,59.2,2.7,34.5,,479.0,15.2
8028,28226,"MURRAY,SUGAR FREE,PECAN SHORTBREAD COOKIES",514,5.9,57.3,4.6,1.1,,351.0,18.9
7881,28075,"KEEBLER,E.L. FUDGE,DOUBLE STUFFED COOKIES",512,4.6,67.6,4.1,38.5,,266.0,14.8
7886,28080,"KEEBLER,FUDGE SHOPPE,DELUXE GRAHAMS COOKIES",511,4.0,66.6,2.2,37.3,,265.0,19.9
8021,28218,"MURRAY,SOUTHERN KITCHEN,COCNT COOKIES",511,5.7,65.5,3.0,30.4,,202.0,16.2
8093,28291,"COOKIES,ANIMAL,W/ FRSTNG OR ICING",509,3.0,70.09,0.9,41.1,6.0,257.0,18.599999999999998
7859,28052,"KEEBLER,CHIPS DELUXE,CHOC LOVERS COOKIES",508,5.5,63.0,3.1,34.0,,417.0,18.9
8096,28294,"COOKIE,CHOC,W/ ICING OR COATING",507,4.5,67.87,2.3,32.0,15.0,380.0,19.1
