,id,Name,Calories,Protein_(g),Carbs_(g),Fiber_(g),Sugar_(g),Calcium_(mg),Sodium_(mg),Total_Fat_(g)
435,3173,"BABYFOOD,JUC,ORANGE&APPL",43,0.4,10.1,,,10.0,3.0,
430,3168,"BABYFOOD,JUC,APPL&PEACH",43,0.2,10.5,0.1,9.59,3.0,0.0,0.019999999999999997
8616,42267,"BABYFOOD,JUC,ORANGE-CARROT",43,0.5,9.9,0.4,8.4,16.0,10.0,0.02
399,3132,"BABYFOOD,FRUIT,PEARS,STR",42,0.3,10.8,2.8,6.98,8.0,1.0,0.054000000000000006
490,3278,"BABYFOOD,DINNER,MXD VEG,STR",41,1.2,9.5,,,22.0,38.0,
487,3268,"BABYFOOD,JUC,APPL&CHERRY",41,0.1,9.9,0.1,8.98,5.0,0.0,0.046
387,3116,"BABYFOOD,FRUIT,APPLSAUC,STR",41,0.2,10.8,1.7,9.87,4.0,0.0,0.04
420,3158,"BABYFOOD,FRUIT,PEARS&PNAPPL,STR",41,0.3,10.9,2.6,7.79,10.0,0.0,0.023
414,3151,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR",39,0.1,10.5,1.5,,4.0,2.0,0.019999999999999997
388,3117,"BABYFOOD,FRUIT,APPLSAUC,JR",37,0.0,10.3,1.7,8.48,5.0,1.0,0.0
413,3150,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR",37,0.1,10.1,1.5,,4.0,2.0,0.019
394,3127,"BABYFOOD,VEG,SPINACH,CRMD,STR",37,2.5,5.7,1.8,2.33,89.0,49.0,1.034
493,3282,"BABYFOOD,VEG,MIX VEG JR",36,1.4,8.2,1.5,1.78,11.0,36.0,0.10400000000000001
495,3286,"BABYFOOD,VEG,MIX VEG STR",36,1.0,8.25,1.5,1.57,13.0,0.0,0.207
377,3098,"BABYFOOD,VEG,BEETS,STR",34,1.3,7.7,1.9,6.09,14.0,83.0,0.035
491,3279,"BABYFOOD,DINNER,MXD VEG,JR",34,1.01,7.88,1.0,3.08,17.0,40.0,0.0
379,3100,"BABYFOOD,VEG,CARROTS,JR",32,0.8,7.2,1.7,3.16,23.0,49.0,0.045
494,3283,"BABYFOOD,VEG,GARDEN VEG,STR",32,2.3,6.8,1.5,2.57,28.0,31.0,0.046
503,3301,"BABYFOOD, BEVERAGE, GERBER GRADUATE FRUIT SPLASHERS",31,0.0,7.4,0.0,6.12,71.0,11.0,0.002
375,3093,"BABYFOOD,GRN BNS,DICES,TODD",29,1.2,5.7,1.3,1.06,27.0,37.0,0.052
380,3104,"BABYFOOD,VEG,SQUASH,STR",28,0.81,5.73,0.9,3.37,24.0,5.0,0.04
373,3091,"BABYFOOD,VEG,GRN BNS,STR",27,1.2,6.29,2.2,1.88,39.0,7.0,0.039
8635,42316,"BABYFOOD,CARROTS,TODDLER",26,0.6,5.23,2.3,2.5,19.0,48.0,0.064
378,3099,"BABYFOOD,VEG,CARROTS,STR",26,0.8,6.0,1.7,3.64,22.0,69.0,0.022
381,3105,"BABYFOOD,VEG,SQUASH,JR",24,0.81,5.73,0.9,3.24,24.0,5.0,0.04
374,3092,"BABYFOOD,VEG,GRN BNS,JR",24,1.2,5.8,1.9,1.08,65.0,5.0,0.027
334,3024,"BABYFOOD,H2O,BTLD,GERBER,WO/ ADDED FLUORIDE.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
